"Age","Gender","Education_Level","Job_Title","Years_of_Experience","Salary","Country","Race","Senior"
"32.0","Male",1,"Software_Engineer","8.0","190000.0","China","White",0
"29.0","Female",2,"Data_Scientist","6.0","180000.0","UK","Welsh",0
"30.0","Male",1,"Data_Analyst","5.0","160000.0","UK","Asian",0
"24.0","Male",1,"Data_Analyst","1.0","95000.0","Australia","White",0
"33.0","Female",2,"Product_Manager","11.0","196000.0","Australia","Australian",0
"27.0","Male",1,"Software_Engineer","4.0","140000.0","UK","Mixed",0
"26.0","Male",1,"Data_Analyst","3.0","130000.0","USA","African",0
"30.0","Female",3,"Data_Scientist","7.0","185000.0","UK","Mixed",0
"31.0","Male",1,"Data_Analyst","9.0","195000.0","USA","White",0
"28.0","Female",1,"Software_Engineer","5.0","160000.0","UK","White",0
"26.0","Female",1,"Data_Analyst","3.0","130000.0","Canada","Asian",0
"30.0","Male",3,"Data_Scientist","7.0","185000.0","Australia","Asian",0
"27.0","Female",1,"Product_Manager","4.0","150000.0","Canada","Black",0
"24.0","Male",1,"Data_Analyst","1.0","90000.0","UK","Asian",0
"33.0","Male",2,"Product_Manager","11.0","198000.0","USA","African",0
"25.0","Male",1,"Data_Analyst","2.0","115000.0","USA","White",0
"28.0","Male",1,"Software_Engineer","5.0","165000.0","China","Korean",0
"26.0","Male",1,"Data_Analyst","3.0","130000.0","USA","Asian",0
"29.0","Female",2,"Data_Scientist","6.0","180000.0","Canada","Asian",0
"32.0","Male",1,"Software_Engineer","8.0","190000.0","UK","Asian",0
"33.0","Female",2,"Product_Manager","11.0","198000.0","USA","Hispanic",0
"27.0","Male",1,"Software_Engineer","4.0","140000.0","China","White",0
"31.0","Female",2,"Data_Scientist","6.0","180000.0","Australia","Asian",0
"30.0","Male",1,"Data_Analyst","5.0","160000.0","China","White",0
"24.0","Male",1,"Data_Analyst","1.0","92000.0","China","White",0
"28.0","Female",1,"Software_Engineer","5.0","160000.0","China","White",0
"26.0","Male",1,"Data_Analyst","3.0","130000.0","Australia","Australian",0
"32.0","Male",1,"Software_Engineer","8.0","190000.0","China","White",0
"33.0","Female",2,"Product_Manager","11.0","198000.0","Australia","Asian",0
"25.0","Male",1,"Data_Analyst","2.0","110000.0","USA","Hispanic",0
"30.0","Female",3,"Data_Scientist","7.0","185000.0","UK","White",0
"27.0","Male",1,"Software_Engineer","4.0","140000.0","China","Chinese",0
"34.0","Female",2,"Product_Manager","12.0","196000.0","UK","Asian",0
"31.0","Male",1,"Data_Analyst","9.0","195000.0","Australia","Asian",0
"28.0","Female",1,"Software_Engineer","5.0","160000.0","China","Korean",0
"26.0","Male",1,"Data_Analyst","3.0","130000.0","China","Korean",0
"29.0","Female",2,"Data_Scientist","6.0","180000.0","UK","Asian",0
"32.0","Male",1,"Software_Engineer","8.0","190000.0","China","Chinese",0
"33.0","Female",2,"Product_Manager","11.0","198000.0","China","Chinese",0
"24.0","Male",1,"Data_Analyst","1.0","90000.0","China","Korean",0
"27.0","Male",1,"Software_Engineer","4.0","140000.0","USA","African",0
"25.0","Female",1,"Data_Analyst","2.0","110000.0","USA","Asian",0
"30.0","Female",3,"Data_Scientist","7.0","185000.0","UK","Mixed",0
"31.0","Male",1,"Data_Analyst","9.0","195000.0","UK","Mixed",0
"28.0","Female",1,"Software_Engineer","5.0","160000.0","USA","Asian",0
"26.0","Male",1,"Data_Analyst","3.0","130000.0","UK","White",0
"29.0","Female",2,"Data_Scientist","6.0","180000.0","UK","White",0
"32.0","Male",1,"Software_Engineer","8.0","190000.0","Australia","White",0
"33.0","Female",2,"Product_Manager","11.0","198000.0","China","Chinese",0
"24.0","Male",1,"Data_Analyst","1.0","90000.0","USA","Hispanic",0
"27.0","Male",1,"Software_Engineer","4.0","140000.0","Australia","Asian",0
"25.0","Female",1,"Data_Analyst","2.0","110000.0","UK","Welsh",0
"30.0","Female",3,"Data_Scientist","7.0","185000.0","UK","White",0
"31.0","Male",1,"Data_Analyst","9.0","195000.0","Australia","Asian",0
"28.0","Female",1,"Software_Engineer","5.0","160000.0","Australia","White",0
"26.0","Male",1,"Data_Analyst","3.0","130000.0","China","White",0
"29.0","Female",2,"Data_Scientist","6.0","180000.0","Australia","Asian",0
"32.0","Male",1,"Software_Engineer","8.0","190000.0","Canada","White",0
"33.0","Female",2,"Product_Manager","11.0","198000.0","USA","African",0
"24.0","Male",1,"Data_Analyst","1.0","90000.0","China","Chinese",0
"27.0","Male",1,"Software_Engineer","4.0","140000.0","USA","Hispanic",0
"25.0","Female",1,"Data_Analyst","2.0","110000.0","UK","Asian",0
"30.0","Female",3,"Data_Scientist","7.0","185000.0","Canada","Asian",0
"31.0","Male",1,"Data_Analyst","9.0","195000.0","Australia","White",0
"28.0","Female",1,"Software_Engineer","5.0","160000.0","China","Korean",0
"26.0","Male",1,"Data_Analyst","3.0","130000.0","UK","Welsh",0
"29.0","Female",2,"Data_Scientist","6.0","180000.0","USA","White",0
"32.0","Male",1,"Software_Engineer","8.0","190000.0","UK","Asian",0
"33.0","Female",2,"Product_Manager","11.0","198000.0","China","White",0
"24.0","Male",1,"Data_Analyst","1.0","90000.0","China","White",0
"27.0","Male",1,"Software_Engineer","4.0","140000.0","Canada","Asian",0
"25.0","Female",1,"Data_Analyst","2.0","110000.0","Canada","Black",0
"30.0","Female",3,"Data_Scientist","7.0","185000.0","Canada","Asian",0
"31.0","Male",1,"Data_Analyst","9.0","195000.0","Canada","White",0
"28.0","Female",1,"Software_Engineer","5.0","160000.0","USA","White",0
"26.0","Male",1,"Data_Analyst","3.0","130000.0","Australia","Australian",0
"29.0","Female",2,"Data_Scientist","6.0","180000.0","Australia","Australian",0
"32.0","Male",1,"Software_Engineer","8.0","190000.0","USA","White",0
"33.0","Female",2,"Product_Manager","11.0","198000.0","China","Chinese",0
"24.0","Male",1,"Data_Analyst","1.0","90000.0","Australia","Asian",0
"27.0","Male",1,"Software_Engineer","4.0","140000.0","China","Chinese",0
"25.0","Female",1,"Data_Analyst","2.0","110000.0","China","Chinese",0
"30.0","Female",3,"Data_Scientist","7.0","185000.0","UK","Mixed",0
"31.0","Male",1,"Data_Analyst","9.0","195000.0","USA","White",0
"28.0","Female",1,"Software_Engineer","5.0","160000.0","UK","Mixed",0
"26.0","Male",1,"Data_Analyst","3.0","130000.0","UK","Asian",0
"29.0","Female",2,"Data_Scientist","6.0","180000.0","Australia","White",0
"32.0","Male",1,"Software_Engineer","8.0","190000.0","China","Korean",0
"33.0","Female",2,"Product_Manager","11.0","198000.0","USA","Hispanic",0
"24.0","Male",1,"Data_Analyst","1.0","90000.0","UK","Mixed",0
"27.0","Male",1,"Software_Engineer","4.0","140000.0","Australia","White",0
"25.0","Female",1,"Data_Analyst","2.0","110000.0","Canada","Asian",0
"30.0","Female",3,"Data_Scientist","7.0","185000.0","Canada","Asian",0
"31.0","Male",1,"Data_Analyst","9.0","195000.0","USA","African",0
"28.0","Female",1,"Software_Engineer","5.0","160000.0","USA","Asian",0
"26.0","Male",1,"Data_Analyst","3.0","130000.0","China","White",0
"29.0","Female",2,"Data_Scientist","6.0","180000.0","Canada","White",0
"32.0","Male",1,"Software_Engineer","8.0","190000.0","USA","Hispanic",0
"33.0","Female",2,"Product_Manager","11.0","198000.0","Canada","Black",0
"24.0","Male",1,"Data_Analyst","1.0","90000.0","Australia","Asian",0
"27.0","Male",1,"Software_Engineer","4.0","140000.0","UK","White",0
"25.0","Female",1,"Data_Analyst","2.0","110000.0","Australia","White",0
"30.0","Female",3,"Data_Scientist","7.0","185000.0","Canada","Asian",0
"31.0","Male",1,"Data_Analyst","9.0","195000.0","China","Korean",0
"28.0","Female",1,"Software_Engineer","5.0","160000.0","Canada","Asian",0
"26.0","Male",1,"Data_Analyst","3.0","130000.0","Canada","White",0
"29.0","Female",2,"Data_Scientist","6.0","180000.0","Canada","Asian",0
"32.0","Male",1,"Software_Engineer","8.0","190000.0","Australia","Australian",0
"33.0","Female",2,"Product_Manager","11.0","198000.0","Canada","Black",0
"24.0","Male",1,"Data_Analyst","1.0","90000.0","Canada","White",0
"27.0","Male",1,"Software_Engineer","4.0","140000.0","UK","Welsh",0
"25.0","Female",1,"Data_Analyst","2.0","110000.0","Australia","Asian",0
"30.0","Female",3,"Data_Scientist","7.0","185000.0","UK","Asian",0
"31.0","Male",1,"Data_Analyst","9.0","195000.0","UK","Welsh",0
"28.0","Female",1,"Software_Engineer","5.0","160000.0","Canada","Black",0
"26.0","Male",1,"Data_Analyst","3.0","130000.0","Australia","Australian",0
"29.0","Female",2,"Data_Scientist","6.0","180000.0","USA","Hispanic",0
"32.0","Male",1,"Software_Engineer","8.0","190000.0","Canada","Asian",0
"33.0","Female",2,"Product_Manager","11.0","198000.0","Canada","White",0
"24.0","Male",1,"Data_Analyst","1.0","90000.0","China","Korean",0
"27.0","Male",1,"Software_Engineer","4.0","140000.0","UK","Mixed",0
"25.0","Female",1,"Data_Analyst","2.0","110000.0","China","White",0
"30.0","Female",3,"Data_Scientist","7.0","185000.0","USA","Asian",0
"31.0","Male",1,"Data_Analyst","9.0","195000.0","UK","Asian",0
"28.0","Female",1,"Software_Engineer","5.0","160000.0","UK","Asian",0
"26.0","Male",1,"Data_Analyst","3.0","130000.0","Canada","Black",0
"29.0","Female",2,"Data_Scientist","6.0","180000.0","USA","White",0
"32.0","Male",1,"Software_Engineer","8.0","190000.0","USA","White",0
"33.0","Female",2,"Product_Manager","11.0","198000.0","Canada","White",0
"24.0","Male",1,"Data_Analyst","1.0","90000.0","Australia","Asian",0
"27.0","Male",1,"Software_Engineer","4.0","140000.0","USA","Hispanic",0
"25.0","Female",1,"Data_Analyst","2.0","110000.0","UK","Mixed",0
"30.0","Female",3,"Data_Scientist","7.0","185000.0","USA","White",0
"32.0","Male",1,"Data_Analyst","5.0","135000.0","USA","Hispanic",0
"27.0","Female",2,"Data_Scientist","3.0","180000.0","Canada","Asian",0
"40.0","Male",1,"Software_Engineer","12.0","195000.0","Australia","White",0
"35.0","Female",1,"Product_Manager","8.0","165000.0","USA","Asian",0
"43.0","Male",2,"Data_Scientist","15.0","198000.0","USA","White",0
"29.0","Female",1,"Software_Engineer","4.0","150000.0","USA","Hispanic",0
"36.0","Male",1,"Data_Analyst","9.0","162000.0","Australia","Asian",0
"31.0","Male",2,"Data_Scientist","6.0","175000.0","China","Korean",0
"42.0","Female",1,"Software_Engineer","13.0","197000.0","USA","White",0
"33.0","Male",1,"Data_Analyst","7.0","142000.0","USA","White",0
"29.0","Female",2,"Data_Scientist","4.0","182000.0","Australia","Australian",0
"41.0","Male",1,"Software_Engineer","11.0","185000.0","China","Korean",0
"35.0","Female",1,"Product_Manager","8.0","170000.0","Australia","Asian",0
"27.0","Male",1,"Software_Engineer","4.0","160000.0","Australia","Asian",0
"32.0","Male",1,"Data_Scientist","8.0","180000.0","Australia","Australian",0
"29.0","Female",2,"Data_Analyst","6.0","150000.0","USA","Asian",0
"30.0","Male",1,"Data_Analyst","5.0","140000.0","Canada","White",0
"24.0","Male",1,"Data_Analyst","2.0","100000.0","China","Chinese",0
"33.0","Female",2,"Product_Manager","11.0","190000.0","UK","Mixed",0
"27.0","Male",1,"Software_Engineer","4.0","160000.0","China","White",0
"26.0","Male",1,"Data_Analyst","3.0","120000.0","UK","Asian",0
"30.0","Female",3,"Data_Scientist","7.0","170000.0","USA","Asian",0
"31.0","Male",1,"Data_Analyst","9.0","190000.0","Canada","White",0
"28.0","Female",1,"Software_Engineer","5.0","150000.0","Australia","Australian",0
"26.0","Female",1,"Data_Analyst","3.0","120000.0","UK","Mixed",0
"30.0","Male",3,"Data_Scientist","7.0","170000.0","Canada","Black",0
"27.0","Female",1,"Product_Manager","4.0","130000.0","China","Korean",0
"24.0","Male",1,"Data_Analyst","2.0","95000.0","Canada","Black",0
"33.0","Male",2,"Product_Manager","11.0","195000.0","USA","White",0
"25.0","Male",1,"Data_Analyst","2.0","100000.0","USA","Asian",0
"28.0","Male",1,"Software_Engineer","5.0","150000.0","UK","Mixed",0
"26.0","Male",1,"Data_Analyst","3.0","120000.0","Australia","White",0
"29.0","Female",2,"Data_Scientist","6.0","150000.0","USA","White",0
"32.0","Male",1,"Data_Scientist","8.0","180000.0","Australia","White",0
"33.0","Female",2,"Product_Manager","11.0","195000.0","Australia","Australian",0
"27.0","Male",1,"Software_Engineer","4.0","160000.0","UK","Mixed",0
"31.0","Female",2,"Data_Scientist","6.0","170000.0","Canada","Black",0
"30.0","Male",1,"Data_Analyst","5.0","140000.0","China","White",0
"24.0","Male",1,"Data_Analyst","2.0","95000.0","USA","African",0
"28.0","Female",1,"Software_Engineer","5.0","150000.0","Canada","Asian",0
"26.0","Male",1,"Data_Analyst","3.0","120000.0","USA","White",0
"32.0","Male",1,"Software_Engineer","8.0","180000.0","USA","White",0
"33.0","Female",2,"Product_Manager","11.0","195000.0","Australia","Australian",0
"25.0","Male",1,"Data_Analyst","2.0","100000.0","China","White",0
"30.0","Female",3,"Data_Scientist","7.0","170000.0","UK","Asian",0
"27.0","Male",1,"Software_Engineer","4.0","160000.0","USA","White",0
"34.0","Female",2,"Product_Manager","12.0","190000.0","USA","White",0
"31.0","Male",1,"Data_Analyst","9.0","190000.0","China","White",0
"28.0","Female",1,"Software_Engineer","5.0","150000.0","Canada","White",0
"26.0","Male",1,"Data_Analyst","3.0","120000.0","UK","White",0
"29.0","Female",2,"Data_Scientist","6.0","150000.0","Canada","White",0
"32.0","Male",1,"Software_Engineer","8.0","180000.0","China","White",0
"33.0","Female",2,"Product_Manager","11.0","195000.0","USA","White",0
"24.0","Male",1,"Data_Analyst","2.0","95000.0","Canada","Asian",0
"27.0","Male",1,"Software_Engineer","4.0","160000.0","Canada","Asian",0
"25.0","Female",1,"Data_Analyst","2.0","100000.0","USA","White",0
"30.0","Female",3,"Data_Scientist","7.0","170000.0","UK","White",0
"31.0","Male",1,"Data_Analyst","9.0","190000.0","Australia","Asian",0
"28.0","Female",1,"Software_Engineer","5.0","150000.0","Canada","White",0
"26.0","Male",1,"Data_Analyst","3.0","120000.0","Australia","White",0
"29.0","Female",2,"Data_Scientist","6.0","150000.0","UK","White",0
"32.0","Male",1,"Software_Engineer","8.0","180000.0","Australia","White",0
"33.0","Female",2,"Product_Manager","11.0","195000.0","China","Korean",0
"24.0","Male",1,"Data_Analyst","2.0","95000.0","Canada","Asian",0
"27.0","Male",1,"Software_Engineer","4.0","160000.0","Australia","Australian",0
"25.0","Female",1,"Data_Analyst","2.0","100000.0","USA","African",0
"30.0","Female",3,"Data_Scientist","7.0","170000.0","UK","White",0
"31.0","Male",1,"Data_Analyst","9.0","190000.0","China","Chinese",0
"28.0","Female",1,"Software_Engineer","5.0","150000.0","Canada","White",0
"26.0","Male",1,"Data_Analyst","3.0","120000.0","UK","Welsh",0
"29.0","Female",2,"Data_Scientist","6.0","150000.0","Australia","White",0
"32.0","Male",1,"Software_Engineer","8.0","180000.0","China","Korean",0
"33.0","Female",2,"Product_Manager","11.0","195000.0","China","White",0
"24.0","Male",1,"Data_Analyst","2.0","95000.0","Australia","White",0
"27.0","Male",1,"Software_Engineer","4.0","160000.0","UK","Mixed",0
"25.0","Female",1,"Data_Analyst","2.0","100000.0","UK","Welsh",0
"30.0","Female",3,"Data_Scientist","7.0","170000.0","Canada","White",0
"31.0","Male",1,"Data_Analyst","9.0","190000.0","UK","Asian",0
"28.0","Female",1,"Software_Engineer","5.0","150000.0","UK","Asian",0
"26.0","Male",1,"Data_Analyst","3.0","120000.0","China","Chinese",0
"29.0","Female",2,"Data_Scientist","6.0","150000.0","UK","Welsh",0
"32.0","Male",1,"Software_Engineer","8.0","180000.0","Australia","Australian",0
"33.0","Female",2,"Product_Manager","11.0","195000.0","Canada","Black",0
"24.0","Male",1,"Data_Analyst","2.0","95000.0","UK","White",0
"27.0","Male",1,"Software_Engineer","4.0","160000.0","China","Korean",0
"25.0","Female",1,"Data_Analyst","2.0","100000.0","USA","White",0
"30.0","Female",3,"Data_Scientist","7.0","170000.0","Canada","Asian",0
"31.0","Male",1,"Data_Analyst","9.0","190000.0","USA","Hispanic",0
"28.0","Female",1,"Software_Engineer","5.0","150000.0","Canada","Asian",0
"26.0","Male",1,"Data_Analyst","3.0","120000.0","Australia","White",0
"29.0","Female",2,"Data_Scientist","6.0","150000.0","USA","White",0
"32.0","Male",1,"Software_Engineer","8.0","180000.0","USA","Asian",0
"33.0","Female",2,"Product_Manager","11.0","195000.0","Australia","Asian",0
"24.0","Male",1,"Data_Analyst","2.0","95000.0","Canada","Asian",0
"27.0","Male",1,"Software_Engineer","4.0","160000.0","Canada","White",0
"25.0","Female",1,"Data_Analyst","2.0","100000.0","China","White",0
"30.0","Female",3,"Data_Scientist","7.0","170000.0","Australia","Australian",0
"31.0","Male",1,"Data_Analyst","9.0","190000.0","USA","White",0
"28.0","Female",1,"Software_Engineer","5.0","150000.0","Canada","Black",0
"26.0","Male",1,"Data_Analyst","3.0","120000.0","China","Chinese",0
"29.0","Female",2,"Data_Scientist","6.0","150000.0","Canada","Asian",0
"32.0","Male",1,"Software_Engineer","8.0","180000.0","Australia","Asian",0
"33.0","Female",2,"Product_Manager","11.0","195000.0","UK","White",0
"24.0","Male",1,"Data_Analyst","2.0","95000.0","Canada","Black",0
"27.0","Male",1,"Software_Engineer","4.0","160000.0","USA","Asian",0
"25.0","Female",1,"Data_Analyst","2.0","100000.0","China","Chinese",0
"30.0","Female",3,"Data_Scientist","7.0","170000.0","Canada","Black",0
"31.0","Male",1,"Data_Analyst","9.0","190000.0","Canada","Black",0
"28.0","Female",1,"Software_Engineer","5.0","150000.0","Australia","Australian",0
"26.0","Male",1,"Data_Analyst","3.0","120000.0","UK","Asian",0
"29.0","Female",2,"Data_Scientist","6.0","150000.0","UK","Welsh",0
"32.0","Male",1,"Software_Engineer","8.0","180000.0","UK","Asian",0
"33.0","Female",2,"Product_Manager","11.0","195000.0","Australia","Australian",0
"24.0","Male",1,"Data_Analyst","2.0","95000.0","Canada","White",0
"27.0","Male",1,"Software_Engineer","4.0","160000.0","Canada","Asian",0
"25.0","Female",1,"Data_Analyst","2.0","100000.0","Canada","Asian",0
"30.0","Female",3,"Data_Scientist","7.0","170000.0","Australia","Asian",0
"31.0","Male",1,"Data_Analyst","9.0","190000.0","USA","Asian",0
"28.0","Female",1,"Software_Engineer","5.0","150000.0","USA","Hispanic",0
"26.0","Male",1,"Data_Analyst","3.0","120000.0","UK","Welsh",0
"29.0","Female",2,"Data_Scientist","6.0","150000.0","Australia","Asian",0
"32.0","Male",1,"Software_Engineer","8.0","180000.0","USA","Asian",0
"33.0","Female",2,"Product_Manager","11.0","195000.0","China","White",0
"24.0","Male",1,"Data_Analyst","2.0","95000.0","USA","White",0
"27.0","Male",1,"Software_Engineer","4.0","160000.0","Australia","Asian",0
"25.0","Female",1,"Data_Analyst","2.0","100000.0","Australia","Asian",0
"30.0","Female",3,"Data_Scientist","7.0","170000.0","China","Chinese",0
"31.0","Male",1,"Data_Analyst","9.0","190000.0","Canada","White",0
"28.0","Female",1,"Software_Engineer","5.0","150000.0","Canada","White",0
"26.0","Male",1,"Data_Analyst","3.0","120000.0","UK","White",0
"29.0","Female",2,"Data_Scientist","6.0","150000.0","Canada","Black",0
"32.0","Male",1,"Software_Engineer","8.0","180000.0","USA","Hispanic",0
"33.0","Female",2,"Product_Manager","11.0","195000.0","USA","African",0
"24.0","Male",1,"Data_Analyst","2.0","95000.0","China","White",0
"27.0","Male",1,"Software_Engineer","4.0","160000.0","Canada","Black",0
"25.0","Female",1,"Data_Analyst","2.0","100000.0","Canada","Asian",0
"30.0","Female",3,"Data_Scientist","7.0","170000.0","USA","African",0
"31.0","Male",1,"Data_Analyst","9.0","190000.0","UK","White",0
"28.0","Female",1,"Software_Engineer","5.0","150000.0","Canada","Black",0
"26.0","Male",1,"Data_Analyst","3.0","120000.0","UK","Welsh",0
"29.0","Female",2,"Data_Scientist","6.0","150000.0","Australia","Australian",0
"32.0","Male",1,"Software_Engineer","8.0","180000.0","Australia","Australian",0
"33.0","Female",2,"Product_Manager","11.0","195000.0","China","White",0
"24.0","Male",1,"Data_Analyst","2.0","95000.0","Canada","Asian",0
"27.0","Male",1,"Software_Engineer","4.0","160000.0","USA","Asian",0
"25.0","Female",1,"Data_Analyst","2.0","100000.0","China","White",0
"30.0","Female",3,"Data_Scientist","7.0","170000.0","Australia","Australian",0
"29.0","Male",1,"Software_Engineer","7.0","180000.0","Canada","Black",0
"27.0","Female",1,"Data_Analyst","5.0","120000.0","Canada","White",0
"33.0","Male",2,"Data_Scientist","10.0","195000.0","Canada","White",0
"28.0","Male",1,"Software_Engineer","4.0","160000.0","Canada","White",0
"26.0","Female",1,"Data_Analyst","3.0","100000.0","USA","Asian",0
"31.0","Male",1,"Product_Manager","8.0","190000.0","China","Korean",0
"30.0","Male",2,"Software_Engineer","6.0","170000.0","Canada","Black",0
"32.0","Female",1,"Data_Scientist","9.0","185000.0","China","Korean",0
"29.0","Male",1,"Data_Analyst","7.0","130000.0","Australia","Australian",0
"35.0","Female",1,"Product_Manager","12.0","190000.0","UK","Welsh",0
"27.0","Male",1,"Software_Engineer","5.0","150000.0","China","Chinese",0
"28.0","Female",2,"Data_Scientist","6.0","150000.0","USA","Asian",0
"37.0","Male",3,"Product_Manager","14.0","195000.0","USA","Hispanic",0
"26.0","Male",1,"Data_Analyst","3.0","110000.0","UK","Asian",0
"30.0","Female",1,"Software_Engineer","8.0","180000.0","China","Korean",0
"31.0","Male",2,"Data_Scientist","9.0","185000.0","Australia","White",0
"29.0","Female",1,"Data_Analyst","7.0","130000.0","China","Chinese",0
"32.0","Male",1,"Software_Engineer","10.0","190000.0","USA","Hispanic",0
"28.0","Female",2,"Data_Scientist","6.0","155000.0","Australia","Australian",0
"34.0","Male",1,"Software_Engineer","12.0","195000.0","UK","White",0
"25.0","Female",1,"Data_Analyst","2.0","90000.0","UK","Asian",0
"30.0","Male",1,"Product_Manager","8.0","185000.0","USA","Hispanic",0
"29.0","Female",1,"Data_Analyst","6.0","120000.0","UK","White",0
"31.0","Male",1,"Software_Engineer","9.0","180000.0","Australia","Asian",0
"26.0","Female",1,"Data_Analyst","3.0","100000.0","Canada","Black",0
"33.0","Male",2,"Data_Scientist","10.0","195000.0","Australia","Australian",0
"28.0","Male",1,"Software_Engineer","4.0","160000.0","Canada","White",0
"27.0","Female",1,"Data_Analyst","5.0","125000.0","USA","Asian",0
"30.0","Male",2,"Software_Engineer","6.0","170000.0","UK","Asian",0
"32.0","Female",1,"Data_Scientist","9.0","185000.0","China","Chinese",0
"29.0","Male",1,"Data_Analyst","7.0","130000.0","Canada","White",0
"35.0","Female",1,"Product_Manager","12.0","190000.0","China","White",0
"27.0","Male",1,"Software_Engineer","5.0","150000.0","UK","Asian",0
"28.0","Female",2,"Data_Scientist","6.0","150000.0","UK","Asian",0
"37.0","Male",3,"Product_Manager","14.0","195000.0","China","Chinese",0
"26.0","Male",1,"Data_Analyst","3.0","110000.0","Australia","Australian",0
"30.0","Female",1,"Software_Engineer","8.0","180000.0","USA","Hispanic",0
"31.0","Male",2,"Data_Scientist","9.0","185000.0","China","White",0
"29.0","Female",1,"Data_Analyst","7.0","130000.0","USA","Asian",0
"32.0","Male",1,"Software_Engineer","10.0","190000.0","China","Korean",0
"28.0","Female",2,"Data_Scientist","6.0","155000.0","China","Korean",0
"34.0","Male",1,"Software_Engineer","12.0","195000.0","UK","White",0
"25.0","Female",1,"Data_Analyst","2.0","90000.0","USA","Asian",0
"30.0","Male",1,"Product_Manager","8.0","185000.0","Australia","Australian",0
"29.0","Female",1,"Data_Analyst","6.0","120000.0","Australia","White",0
"31.0","Male",1,"Software_Engineer","9.0","180000.0","China","Korean",0
"26.0","Female",1,"Data_Analyst","3.0","100000.0","USA","White",0
"33.0","Male",2,"Data_Scientist","10.0","195000.0","Australia","Asian",0
"28.0","Male",1,"Software_Engineer","4.0","160000.0","Australia","White",0
"27.0","Female",1,"Data_Analyst","5.0","125000.0","Australia","White",0
"30.0","Male",2,"Software_Engineer","6.0","170000.0","Australia","White",0
"32.0","Female",1,"Data_Scientist","9.0","185000.0","Australia","Australian",0
"29.0","Male",1,"Data_Analyst","7.0","130000.0","Australia","Asian",0
"35.0","Female",1,"Product_Manager","12.0","190000.0","UK","Mixed",0
"27.0","Male",1,"Software_Engineer","5.0","150000.0","Canada","White",0
"28.0","Female",2,"Data_Scientist","6.0","150000.0","China","Korean",0
"37.0","Male",3,"Product_Manager","14.0","195000.0","Australia","White",0
"26.0","Male",1,"Data_Analyst","3.0","110000.0","Australia","White",0
"30.0","Female",1,"Software_Engineer","8.0","180000.0","China","Chinese",0
"31.0","Male",2,"Data_Scientist","9.0","185000.0","UK","White",0
"29.0","Female",1,"Data_Analyst","7.0","130000.0","China","Korean",0
"32.0","Male",1,"Software_Engineer","10.0","190000.0","China","Korean",0
"28.0","Female",2,"Data_Scientist","6.0","155000.0","China","Korean",0
"34.0","Male",1,"Software_Engineer","12.0","195000.0","Canada","Asian",0
"25.0","Female",1,"Data_Analyst","2.0","90000.0","Australia","White",0
"30.0","Male",1,"Product_Manager","8.0","185000.0","Canada","Asian",0
"29.0","Female",1,"Data_Analyst","6.0","120000.0","Canada","Black",0
"31.0","Male",1,"Software_Engineer","9.0","180000.0","UK","Asian",0
"26.0","Female",1,"Data_Analyst","3.0","100000.0","UK","Asian",0
"33.0","Male",2,"Data_Scientist","10.0","195000.0","Australia","White",0
"28.0","Male",1,"Software_Engineer","4.0","160000.0","Canada","White",0
"27.0","Female",1,"Data_Analyst","5.0","125000.0","China","Korean",0
"30.0","Male",2,"Software_Engineer","6.0","170000.0","Canada","White",0
"32.0","Female",1,"Data_Scientist","9.0","185000.0","USA","Hispanic",0
"29.0","Male",1,"Data_Analyst","7.0","130000.0","Australia","Asian",0
"35.0","Female",1,"Product_Manager","12.0","190000.0","China","White",0
"27.0","Male",1,"Software_Engineer","5.0","150000.0","USA","Asian",0
"28.0","Female",2,"Data_Scientist","6.0","150000.0","Canada","White",0
"37.0","Male",3,"Product_Manager","14.0","195000.0","Australia","Asian",0
"26.0","Male",1,"Data_Analyst","3.0","110000.0","Australia","White",0
"30.0","Female",1,"Software_Engineer","8.0","180000.0","UK","Asian",0
"31.0","Male",2,"Data_Scientist","9.0","185000.0","China","White",0
"29.0","Female",1,"Data_Analyst","7.0","130000.0","Canada","Black",0
"32.0","Male",1,"Software_Engineer","10.0","190000.0","Canada","Black",0
"28.0","Female",2,"Data_Scientist","6.0","155000.0","UK","White",0
"34.0","Male",1,"Software_Engineer","12.0","195000.0","USA","African",0
"25.0","Female",1,"Data_Analyst","2.0","90000.0","Canada","Black",0
"30.0","Male",1,"Product_Manager","8.0","185000.0","Australia","Asian",0
"29.0","Female",1,"Data_Analyst","6.0","120000.0","UK","Asian",0
"31.0","Male",1,"Software_Engineer","9.0","180000.0","USA","Asian",0
"26.0","Female",1,"Data_Analyst","3.0","100000.0","UK","White",0
"33.0","Male",2,"Data_Scientist","10.0","195000.0","USA","Asian",0
"28.0","Male",1,"Software_Engineer","4.0","160000.0","USA","Hispanic",0
"27.0","Female",1,"Data_Analyst","5.0","125000.0","USA","Hispanic",0
"30.0","Male",2,"Software_Engineer","6.0","170000.0","Canada","White",0
"32.0","Female",1,"Data_Scientist","9.0","185000.0","Canada","White",0
"29.0","Male",1,"Data_Analyst","7.0","130000.0","Canada","White",0
"35.0","Female",1,"Product_Manager","12.0","190000.0","USA","Asian",0
"27.0","Male",1,"Software_Engineer","5.0","150000.0","Australia","Asian",0
"28.0","Female",2,"Data_Scientist","6.0","150000.0","Canada","Asian",0
"37.0","Male",3,"Product_Manager","14.0","195000.0","USA","African",0
